titulo;descricao;preco;area util por m²;quartos;banheiros;vagas garagem;rua/avenida;custo condominio;iptu;bairro;cidade;estado;cep;ar condicionado;mobiliado;elevador;churrasqueira;salão de festas;quarto de serviço;segurança 24h;armários no quarto;condomínio fechado;piscina;armários na cozinha;varanda;área de serviço;academia;portaria;permitido animais
Apartamento 3/4 no Malhado;"Código do anúncio: 62

IBS - Imóveis Bahia Sul
CRECI.: J. 1.925
Contato: 

Apartamento 3/4 no Malhado

03 Quartos
01 Banheiro
01 Cozinha
01 Copa
02 Salas
01 Área de serviço";130000.0;130.0;3;1;Não Tem;Avenida Ubaitaba - até 628 - lado par;0.0;0.0;Malhado;Ilhéus;BA;45651520;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Apartamento à venda, 2 quartos, 1 suíte, 1 vaga, Pontal - Ilhéus/BA;"Código do anúncio: 244

Corretora: Camila Badaró
CRECI: 23450
Contato: 

Apartamento 2/4 Reserva Sapetinga - Torre Malbec


01 Suíte
01 Quarto Social
01 Sala
01 Cozinha
02 Banheiros
01 Área de serviço
01 Varanda

Infraestrutura externa:
01 Vaga de garagem
01 Piscina com borda infinita
01 Espaço grill
01 Espaço fitness
01 Salão de festas gourmet
01 Sauna e spa
01 Brinquedoteca
01 Playground ao ar livre
01 Guarderia para pranchas e standup
01 Biclicletário
01 Estrutura para split
01 Portaria 24h

OBS: Apartamento com excelente localização, com armários na cozinha, dormitórios, sala, escritório e área de serviço. Estrutura completa com ampla área de lazer. Conforto em cada detalhe.";600000.0;90.0;2;1;1;Avenida Nelson Carvalho Moreira;0.0;0.0;Pontal;Ilhéus;BA;45654250;0;0;1;0;1;0;1;0;0;1;0;1;1;1;0;0
Apartamento no Real Park;"Código do anúncio: 2838

Valdnei Santana
CRECI.: 23.174
Contato: 

Apartamento no Real Park

01 Suíte
01 Quarto
01 Sala
01 Cozinha
01 Banheiro Social
01 Varanda
01 Área de serviço

Apartamento vista mar";440000.0;60.0;2;2;1;Avenida Nossa Senhora Aparecida;0.0;0.0;Nelson Costa;Ilhéus;BA;45656263;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0
Vendo Apartamento;"Código do anúncio: 8932

Corretora: Luciana Daneu
CRECI.: 22.423
Contato: 

Apartamento Vista Mar 2/4

01 Quarto
01 Suíte
01 Sala
01 Cozinha
01 Banheiro social
01 Varanda 
01 Área de serviço
01 Garagem

Prédio com infraestrutura completa de lazer de frente para o mar, em construção.

Obs: ""O valor da compra e venda acima mencionado poderá sofrer alteração por eventuais correções realizadas pelo proprietário(a) em virtude do tempo, 
bem como também os valores das Taxas Condominiais mensais poderão sofrer reajustes conforme Regulamento Condominial e o Imposto Predial e Territorial Urbano (IPTU) conforme Prefeitura Municipal. 
Em caso de dúvidas, favor entrar em contato.""";490000.0;67.0;2;1;1;Rua Aracuã;0.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655712;0;0;1;1;1;0;1;0;0;1;0;1;1;1;0;0
Vendo Apartamento 2/4;"Código do anúncio: 8212

Corretor: Paulo Silva e Silva
CRECI.: 20.387
Contato: 

Apartamento de 2/4 

02 Quartos 
01 Banheiro social 
01 Sala
01 Cozinha

Obs: ""O valor da compra e venda acima mencionado poderá sofrer alteração por eventuais correções realizadas pelo proprietário(a) em virtude do tempo, 
bem como também os valores das Taxas Condominiais mensais poderão sofrer reajustes conforme Regulamento Condominial e o Imposto Predial e Territorial Urbano (IPTU) conforme Prefeitura Municipal. 
Em caso de dúvidas, favor entrar em contato.""";250000.0;48.0;2;1;1;Rodovia Ilhéus-Uruçuca Ilhéus-Uruçuca;400.0;0.0;Iguape;Ilhéus;BA;45658335;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0
Ilhéus - Cobertura Duplex 03 suítes - Residencial Porto Santo;"Código do anúncio: 3869

Ideal para você que buscar morar em residencial próximo da praia, podendo desfrutar de conforto, comodidade e segurança para sua família.

Cobertura duplex, nascente, com acabamento de alto padrão, com piso porcelanato, teto rebaixado em gesso com leds embutidos, móveis planejados, bem arejada, ampla com 200m² e dispondo de:

1º andar: 

 01 suíte com ar condicionado;
 01 suíte com closet;
 Banheiro social com box;
 Banheiro de serviço;
 Sala de estar e jantar;
 Cozinha em conceito aberto;
 Área de serviço;
 Varanda integrada com a Sala e com Reiki.


2º andar

 01 suíte;
 Sala de estar;
 Terraço amplo vista mar com acabamento todo em madeira;
 Área gourmet decorada com churrasqueira;


Localizado na Zona Sul de Ilhéus a 10mint. do centro, próximo de cabanas de praia, mercado, posto de gasolina, padaria, farmácias, restaurante, bares, faculdade, assaí atacadista e etc...

- Para maiores informações, agende a sua visita ou fale com o corretor responsável.

 Camille Carradore 
 Imobiliária Atlântico Sul
 Evandro Zanonatto
IMÓVEL";1200000.0;200.0;3;4;2;Avenida Walmir Chagas Góes;0.0;0.0;São Francisco;Ilhéus;BA;45655138;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0
APARTAMENTO EDIFICO DIEGO RIVERA NO CENTRO DE ILHÉUS;"Código do anúncio: 4813

CORRETOR: RICARDO HAFNER
CRECI.: 23.200
CONTATO: 

 APARTAMENTO EDIFICO DIEGO RIVERA NO CENTRO DE ILHÉUS

01 SUÍTE
02 QUARTOS
SALA COM VARANDA
COZINHA
ÁREA DE SERVIÇO
GARAGEM";750000.0;98.0;2;1;1;Avenida Vereador Marcus Paiva;0.0;0.0;Cidade Nova;Ilhéus;BA;45652050;0;0;1;0;0;0;1;0;0;1;0;1;0;1;0;0
VENDO APARTAMENTO 2 SUÍTES;"Código do anúncio: 8750

CORRETOR: RICARDO HAFNER 
CRECI.: 23200
CONTATO: 

VENDO APARTAMENTO NO CENTRO

02 SUITES COM ARMÁRIOS
01 SALA AMPLA
01 COZINHA COM ARMÁRIOS
01 BANHEIRO SOCIAL
01 ÁREA DE SERVIÇO 

OBS: ''O VALOR DA COMPRA E VENDA ACIMA MENCIONADO PODERÁ SOFRER ALTERAÇÃO POR EVENTUAIS CORREÇÕES REALIZADAS PELO PROPRIETÁRIO(A) EM VIRTUDE DO TEMPO,
BEM COMO TAMBÉM OS VALORES DAS TAXAS CONDOMINIAIS MENSAIS PODERÃO SOFRER REAJUSTES CONFORME REGULAMENTO CONDOMINIAL 
E O IMPOSTO PREDIAL E TERRITORIAL URBANO (IPTU) CONFORME PREFEITURA MUNICIPAL.
EM CASO DE DÚVIDAS, POR FAVOR ENTRAR EM CONTATO.''";480000.0;80.0;2;3;1;Rua Major Homem D'el Rey;830.0;715.0;Cidade Nova;Ilhéus;BA;45652180;1;0;1;0;1;0;1;0;0;1;0;0;1;0;0;0
Apartamento para Investimento na Praia dos Milionários;"Código do anúncio: 9911

IBS - Imobiliária Bahia Sul
Corretora: Thaís Reis
CRECI.: 25.104
Contato: (73) 9993 - 45426

Vendo Apartamento Stúdio:

01 Sala com varanda
01 Suíte
01 Cozinha
01 Banheiro

Condomínio
Restaurante
Whiskeria
Salão de beleza
SPA
Coworking
Bar
Lavanderia
Pet Place
Recepção geral
Hall/lounge do pavimento
Playground
Fitness
Ferramentaria
Piscina adulto e infantil
Deck e deck molhado.

02 guaritas, recepção e ambiente enclausurado para entrega de encomendas e refeições, fechaduras eletrônicas nas entradas das unidades privativas e infraestrutura para contratação de controle de acesso remoto.


Apartamento em andar alto, com vista mar Ilhéus e powered by housi, perfeito para rentabilizar. Vai perder esse investimento?

Obs.: ""O valor da compra e venda acima mencionado poderá sofrer alteração por eventuais correções realizadas pelo proprietário(a) em virtude do tempo, 
bem como também os valores das Taxas Condominiais mensais poderão sofrer reajustes conforme Regulamento Condominial e o Imposto Predial e Territorial Urbano (IPTU) conforme Prefeitura Municipal. 
Em caso de dúvidas, favor entrar em contato.""";250000.0;31.0;1;2;Não Tem;Avenida Tancredo Neves;0.0;0.0;São Francisco;Ilhéus;BA;45655120;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Apartamento 3/4 no Residencial Maranello;"Código do anúncio: 5600

Corretor: Valdnei Santana
CRECI.: 23.174
Contato: 

Apartamento 3/4 no Residencial Maranello

03 Suítes
01 Sala
01 Cozinha
01 Banheiro Social
01 Área de Serviço
02 Vagas de Garagem
03 Varandas

Obs:. O Residencial Maranello é o lugar certo para quem quer ficar longe da rotina e ter o mar como sua área de lazer. Localizado na melhor área litorânea da cidade de Ilhéus, a Praia dos Milionários.";600000.0;105.0;3;4;2;Avenida Tancredo Neves;0.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655650;0;0;0;1;1;0;1;0;0;1;0;1;1;1;0;0
Vendo Apartamento 3/4;"Código do anúncio: 8886

Corretor: Netto Tourinho
CRECI: 30.616
Contato: 

Baia Marina Residence

01 Sala ampla com ar condicionado
01 Suíte
02 Quartos sociais
01 Banheiro social
01 Área de serviço
01 Cozinha com armários pré moldados
01 Varanda com cortina de vidro
01 Dependência de empregada com banheiro
02 Vagas de Garagem

Obs: ""O valor da compra e venda acima mencionado poderá sofrer alteração por eventuais correções realizadas pelo proprietário(a) em virtude do tempo, 
bem como também os valores das Taxas Condominiais mensais poderão sofrer reajustes conforme Regulamento Condominial e o Imposto Predial e Territorial Urbano (IPTU) conforme Prefeitura Municipal. 
Em caso de dúvidas, favor entrar em contato.""";600000.0;115.0;3;3;2;Avenida Lomanto Júnior - até 1064/1065;0.0;0.0;Pontal;Ilhéus;BA;45654000;1;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0
Apartamento de 2/4 Mobiliado no Pontal;"Código do anúncio: 4937

Corretora: Luciana Daneu
CRECI.: 22.423
Contato: 

Apartamento de 2/4 Mobiliado no Pontal

02 Suítes
01 Lavabo
01 Sala
01 Cozinha
01 Varanda gourmet 
02 Vagas de garagem

Obs.: Apartamento todo com armários planejados, ar condicionado. Vista mar com varanda gourmet com armários planejados.";580000.0;80.0;2;3;2;Avenida Lomanto Júnior - até 1064/1065;0.0;0.0;Pontal;Ilhéus;BA;45654000;1;1;0;0;1;0;0;0;0;1;0;1;1;1;0;0
Apartamento mobiliado no Residencial Reserva Atlântica;"Código do anúncio: 6412

Corretora: Thaís Reis
CRECI: 25.104
Contato: 

Apartamento mobiliado no Residencial Reserva Atlântica

01 Quarto Social
01 Suíte 
01 Banheiro Social
01 Sala
01 Cozinha 
Área de Serviço 
Varanda
01 Vaga de Garagem

Infraestrutura de Lazer: 
Piscina
Churrasqueira
Espaço Gourmet
Bicicletário";472500.0;62.0;2;2;1;Avenida Tancredo Neves;0.0;0.0;Jardim Atlântico;Ilhéus;BA;45655000;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0
Apartamento garden 2/4 no Costa Azul;"Código do anúncio: 6361

Corretora: Thaís Reis
CRECI: 25.104
Contato: 

Apartamento garden 2/4 no Costa Azul

01 Quarto social
01 Suíte
01 Cozinha
01 Sala
01 Banheiro social
01 Área de serviço 
01 Vaga de garagem

Obs:. ""O valor da compra e venda acima mencionado poderá sofrer alteração por eventuais correções realizadas pelo proprietário(a) em virtude do tempo, 
bem como também os valores das Taxas Condominiais mensais poderão sofrer reajustes conforme Regulamento Condominial e o Imposto Predial e Territorial Urbano (IPTU) conforme Prefeitura Municipal. 
Em caso de dúvidas, favor entrar em contato.""";380000.0;114.0;2;2;1;Avenida Tancredo Neves;380.0;0.0;São Francisco;Ilhéus;BA;45655120;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Apartamento Garden Zona Sul Vista Mar;"Código do anúncio: 7177

Luciana Daneu
CRECI.: 22.423
Contato: 

Apartamento Garden Zona Sul Vista Mar

01 Quartos
01 Suíte
01 Sala
01 Cozinha
01 Banheiro Social
01 Área Gourmert Vista Mar
01 Área de Serviço
01 Vaga de garagem

Excelente opção de apartamento garden, com espaço goumert vista mar e mobiliado.


Obs:. ""O valor da compra e venda acima mencionado poderá sofrer alteração por eventuais correções realizadas pelo proprietário(a) em virtude do tempo, bem como também os valores das Taxas Condominiais mensais poderão sofrer reajustes conforme Regulamento Condominial e o Imposto Predial e Territorial Urbano (IPTU) conforme Prefeitura Municipal. Em caso de dúvidas, favor entrar em contato.""";600000.0;128.0;2;2;1;Rua dos Carcarás;0.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655740;1;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0
APARTAMENTO NO EDIFICIO SOLAR DAS PITANQUIERAS;"Código do anúncio: 3623

CORRETOR: RICARDO HAFNER
CRECI.: 23.200
CONTATO: 

APARTAMENTO NO EDIFICIO SOLAR DAS PITANQUIERAS

01 SUÍTE
01 QUARTO
01 SALA
01 COZINHA
01 ÁREA DE SERVICO
01 BANHEIRO SOCIAL 
01 VAGA DE GARAGEM";480000.0;69.0;2;2;1;Avenida Lomanto Júnior - de 1066/1067 ao fim;300.0;1000.0;Pontal;Ilhéus;BA;45654001;0;0;1;0;1;0;1;0;0;1;0;1;0;0;0;0
APARTAMENTO NO NORTH BOULEVARD;"Código do anúncio: 3043

CORRETORES: CAMILA BADARÓ 
CRECI: 23.450
CONTATO: 

APARTAMENTO NO NORTH BOULEVARD

01 QUARTO 
01 SUÍTE 
01 BANHEIRO SOCIAL
01 SALA 
01 VARANDA 
01 COZINHA 
01 ÁREA DE SERVIÇO";280000.0;58.0;2;2;1;Avenida José Luís da Fonseca - até 968/969;0.0;0.0;Jardim Savóia;Ilhéus;BA;45658260;0;0;0;1;1;0;1;0;0;1;0;1;1;1;0;0
VILLAGE EM CONDOMÍNIO FECHADO;"Código do anúncio: 1669

CORRETOR: RICARDO HAFNER
CRECI: 23200
CONTATO: 

VILLAGE EM CONDOMÍNIO FECHADO

PARTE DE BAIXO:
01 SALA
01 COZINHA
01 BANHEIRO
01 DEPENDÊNCIA DE EMPREGADA
01 ÁREA DE SERVIÇO

PARTE DE CIMA:
01 SUÍTE COM VARANDA
01 QUARTO
01 BANHEIRO

ÁREA EXTERNA:
PISCINA
CHURRASQUEIRA
SAUNA";650000.0;112.0;2;2;Não Tem;Avenida Tancredo Neves;0.0;1200.0;Nossa Senhora da Vitória;Ilhéus;BA;45655650;1;1;0;1;0;0;0;0;0;1;0;1;1;0;0;0
Vendo Apartamento 3/4;"Código do anúncio: 8047

Corretor: Paulo Silva e Silva 
CRECI.: 20.387
Contato: 

Vendo Apartamento no Centro 

02 Quartos 
01 Suíte 
02 Salas
03 Banheiros 
01 Copa 
01 Cozinha
01 Área de serviço 

Obs:""O valor da compra e venda acima mencionado poderá sofrer alteração por eventuais correções realizadas pelo proprietário(a) em virtude do tempo, 
bem como também os valores das Taxas Condominiais mensais poderão sofrer reajustes conforme Regulamento Condominial e o Imposto Predial e Territorial Urbano (IPTU) conforme Prefeitura Municipal. 
Em caso de dúvidas, favor entrar em contato.""";275000.0;92.0;3;4;Não Tem;Rua Antônio Lavigne de Lemos;0.0;0.0;Centro;Ilhéus;BA;45653330;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Cobertura 3/4 no Edifício atlântico sul - Praia Dourada;"Código do anúncio: 4717

Corretor: Paulo Silva e Silva
CRECI.: 20.387
Contato : 

Cobertura 3/4 no Edifício atlântico sul - Praia Dourada

03 Suítes 
01 Sala
03 Banheiros sociais
01 Cozinha
02 Varandas
01 Área de Serviço
02 Vagas de garagem";740000.0;146.0;3;3;2;Rua Praia Dourada;0.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655764;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
Ilhéus - Cobertura 03 suítes- Residencial Conquista Mar;"Código do anúncio: 4087

Luxo no conforto, exclusividade e beleza em cada ambiente... . Essa cobertura aqui parece um sonho, mas não é, e ela pode ser sua! Apartamento com terraço e piscina, 100% nascente, com vista mar. A começar pela agradável sala em conceito aberto, imóvel nascente, com 03 quartos, sendo todas suítes. Ainda tem uma espaçosa cozinha, assim como, a varanda bem ampla.

O imóvel é um diferencial no mercado imobiliário. Com maravilhosa área gourmet, distando somente de poucos metros de uma das praias mais lindas do planeta... Experiências inesquecíveis imersas na natureza acolherão a sua família! 

O Condomínio Residencial Conquista Mar contará com estrutura de lazer e segurança para seu dia a dia.

 Interfone;
 Portão eletrônico;
 Piscina
 Academia;
 Área Gourmet;
 Churrasqueira;
 Salão de festa;
 Brinquedoteca;
 Sauna;
 Salão de jogos;

Próximo de mercados, ponto de ônibus, restaurantes, bares, cabanas de praia, praças, academia e padaria.

Conte com a Imobiliária Atlântico Sul para ver o seu futuro imóvel nesse verdadeiro paraíso.

 Imobiliária Atlântico Sul
 Evandro Zanonatto
 Lorhanne Velozo
IMÓVEL";900000.0;120.0;3;2;1;Rua das Bananeiras;0.0;0.0;São Domingos;Ilhéus;BA;45657721;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;0
Cobertura Mobiliada no Solaris Residence Club;"Código do anúncio: 5674

Corretor : Valdnei Santana
CRECI.; I.: 23.174
Contato: : 

Cobertura Mobiliada no Solaris Residence Club

01 Suíte
02 Quartos
01 Banheiro Social
01 Lavabo
01 Banheiro de Serviço 
01 Sala
01 Copa
01 Cozinha 
01 Área de Serviço 
02 Varandas

Infraestrutura externa:
Academia
Playground
Piscina
Churrasqueira
Quadra Esportiva
Salão de Festas
Salão de Jogos
Sauna

Mobiliado
Vista Mar 
Excelente localização
50 metros da praia

Obs.: ""O valor da compra e venda acima mencionado poderá sofrer alteração por eventuais correções realizadas pelo proprietário(a) em virtude do tempo, 
bem como também os valores das Taxas Condominiais mensais poderão sofrer reajustes conforme Regulamento Condominial e o Imposto Predial e Territorial Urbano (IPTU) conforme Prefeitura Municipal. 
Em caso de dúvidas, favor entrar em contato.""";1500000.0;130.0;3;4;Não Tem;Avenida Tancredo Neves;0.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655650;1;1;0;1;1;0;1;0;0;1;0;1;1;1;0;0
Apartamento de 3 Quartos Frente Mar World Prime;"Código do anúncio: 7178

Luciana Daneu
CRECI.: 22.423
Contato: 

Apartamento de 3 Quartos Frente Mar World Prime

02 Quartos 
01 Suíte
01 Sala
01 Cozinha
01 Área de serviço
01 Banheiro Social
01 Vaga de garagem

Excelente opção para morar com vista mar e ventilação, apartamento de 3 quartos. 

Obs:. ""O valor da compra e venda acima mencionado poderá sofrer alteração por eventuais correções realizadas pelo proprietário(a) em virtude do tempo, bem como também os valores das Taxas Condominiais mensais poderão sofrer reajustes conforme Regulamento Condominial e o Imposto Predial e Territorial Urbano (IPTU) conforme Prefeitura Municipal. Em caso de dúvidas, favor entrar em contato.""";680000.0;87.0;3;2;1;Avenida Tancredo Neves;0.0;0.0;Jardim Atlântico;Ilhéus;BA;45655000;0;0;1;1;1;0;0;0;0;1;0;1;1;1;0;0
Apartamento à venda, 2 quartos, 1 vaga, Jardim Atlântico - Ilhéus/BA;"Código do anúncio: 9877

IBS- Imóveis Bahia Sul 
CRECI.: J.1.925
Contato: 

O Vista Park Residence tem o cenário perfeito, de frente para o mar, pensado especialmente para quem quer unir qualidade de vida, inovação e exclusividade. Onde tudo se encaixa e você é levado a um estado de puro conforto ao som das ondas do mar. 

Um empreendimento superexclusivo, que contará com dois blocos idênticos de apartamentos, com plantas modernas de 2, 3 ou 4 dormitórios:
 01 pavimento garden com 10 unidades de 2 ou 3 dormitórios, de 86 a 162 m²;
03 pavimentos tipo com 10 unidades cada, de 2 ou 3 dormitórios, sendo:
 04 opções de 2/4 (1 suíte) com 64 m²;
 04 opções de 2/4 (2 suítes) com 74 ou 75 m²;
Varandas integradas, com cortina de vidro em todas as unidades de 02 dormitórios;
 02 opções de 3/4 (sendo 2 suítes) com 99 m²;
 Varandas amplas, de frente para o mar;
 01 pavimento com 02 coberturas lineares (em pavimento único) com 4/4 (sendo 2 suítes) e 06 coberturas duplex com 3/4 (sendo 1 suíte), todas com vista para o mar!

Além do terceiro bloco com 04 pavimentos exclusivos de garagem, interligados aos demais blocos por passarelas, e uma infraestrutura de lazer diferenciada: um rooftop completo com espaço gourmet, spa, sauna, piscina, hidromassagem, espaço fitness, sala de massagem e pista de cooper.

Contará ainda com uma pequena área comercial com 07 lojas na entrada do empreendimento, e uma segunda área de lazer em frente à praia, com piscina, jardins, quiosques, área de conviência e muito mais, tudo isso para valorizar ainda mais o seu bem estar, deixando tudo ao seu redor mais acessível e agradável.

Vista Park Residence, o mar aos seus pés!";590000.0;75.0;2;2;1;Avenida Tancredo Neves;0.0;0.0;Jardim Atlântico;Ilhéus;BA;45655000;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0
Flats em Ihéus - Proximo ao Batuba;"Código do anúncio: 1540

Corretor Valdnei Santana 
Creci - 23.174
Telefone 

Flats em Ihéus - Proximo ao Batuba 

12 Flats mobiliados e equipados com utensílios 
01 Restaurante equipado + Recepção
01 Depósito
22 Banheiros no total";1100000.0;1500.0;1;2;Não Tem;Avenida Tancredo Neves;0.0;0.0;Olivença;Ilhéus;BA;45660500;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0
Vendo Cobertura Vista Mar no Vila Costeira;"Código do anúncio: 9753

Corretora: Lívia Destefani
CRECI.: 31.193
Contato: 

Vendo Cobertura Vista Mar no Vila Costeira 

01 Sala com varanda vista mar
01 Quarto social
02 Suítes
02 Banheiro sociais
Escritório 
Terraço Vista Mar
Cozinha 
Área de serviço

Condomínio: 

Piscina 
Salão de Festas 
Salão de Jogos 
Portaria 24 horas

Obs.: ""O valor da compra e venda acima mencionado poderá sofrer alteração por eventuais correções realizadas pelo proprietário(a) em virtude do tempo, 
bem como também os valores das Taxas Condominiais mensais poderão sofrer reajustes conforme Regulamento Condominial e o Imposto Predial e Territorial Urbano (IPTU) conforme Prefeitura Municipal. 
Em caso de dúvidas, favor entrar em contato.""";950000.0;160.0;3;4;3;Rua Jacarandá;0.0;0.0;São Francisco;Ilhéus;BA;45655092;1;1;1;0;1;0;1;0;0;1;0;1;0;0;0;0
COBERTURA DUPLEX NA CIDADE NOVA;"Código do anúncio: 7563

CORRETOR: TÂMER PEIXOTO
CRECI.: 23684
CONTATO: 

COBERTURA DUPLEX COM 210M²

ANDAR INFERIOR:

01 COZINHA
01 DESPENSA 
01 SALA COM VARANDA 
01 SUÍTE

ANDAR SUPERIOR:

02 SUÍTES 
01 SALETA
01 ÁREA GOUMERT
01 PISCINA
01 ÁREA DE SERVIÇO

02 VAGAS DE GARAGEM COBERTA



OBS: ''O VALOR DA COMPRA E VENDA ACIMA MENCIONADO PODERÁ SOFRER ALTERAÇÃO POR EVENTUAIS CORREÇÕES REALIZADAS PELO PROPRIETÁRIO(A) EM VIRTUDE DO TEMPO,
BEM COMO TAMBÉM OS VALORES DAS TAXAS CONDOMINIAIS MENSAIS PODERÃO SOFRER REAJUSTES CONFORME REGULAMENTO CONDOMINIAL 
E O IMPOSTO PREDIAL E TERRITORIAL URBANO (IPTU) CONFORME PREFEITURA MUNICIPAL.
EM CASO DE DÚVIDAS, POR FAVOR ENTRAR EM CONTATO.''";1370000.0;210.0;3;4;2;Rua Major Homem D'el Rey;903.0;142.0;Cidade Nova;Ilhéus;BA;45652180;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
Apartamento 2/2 no Pontal;"Código do anúncio: 3326

Corretora: Luciana Daneu
CRECI.: 22.423
Contato: 

Apartamento 2/2 no Pontal 

02 Suítes
01 Sala
01 Banheiro social
01 Cozinha
01 Área de serviço
01 Vaga de garagem";480000.0;67.0;2;3;1;Avenida Lomanto Júnior - até 1064/1065;0.0;0.0;Pontal;Ilhéus;BA;45654000;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Ilhéus - Apartamento Garden 02 suítes - Residencial Conquista Mar;"Código do anúncio: 4073

Já pensou em morar em um apartamento perto da natureza, em condomínio fechado, podendo desfrutar de comodidade, segurança, tranquilidade e lazer?

Apartamento novo, Garden com 135m², pé na areia, vista mar, com cômodos amplos, piso porcelanato, acabamento moderno, com boa iluminação e ventilação natural e dispondo de:

 02 suítes com pré-disposição para ar condicionado;
 01 banheiro social;
 Sala estar/jantar;
 Cozinha ampla em conceito aberto;
 Área de serviço;
 Varanda;
 01 vaga de garagem;

O Condomínio Residencial Conquista Mar contará com estrutura de lazer e segurança para seu dia a dia.

 Interfone;
 Portão eletrônico;
 Piscina
 Academia;
 Área Gourmet;
 Churrasqueira;
 Salão de festa;
 Brinquedoteca;
 Sauna;
 Salão de jogos;

Próximo de mercados, ponto de ônibus, restaurantes, bares, cabanas de praia, praças, academia, padaria, pé na areia e etc...

Para maiores informações, agende a sua visita ou fale com o corretor responsável.


 Imobiliária Atlântico Sul
 Evandro Zanonatto
 Lorhanne Velozo
IMÓVEL";600000.0;72.0;2;2;1;Rua das Bananeiras;0.0;0.0;São Domingos;Ilhéus;BA;45657721;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;0
Vendo Apartamento com 2/4;"Código do anúncio: 9755

Corretor: Valdnei Santana
CRECI:. 23.174
Contato: 

Apartamento na Baía do Pontal

01 Suíte
01 Quarto
01 Sala de jantar com vista mar
01 Cozinha 
01 Banheiro social
01 Varanda vista mar
01 Vaga de garagem

Obs.: ""O valor da compra e venda acima mencionado poderá sofrer alteração por eventuais correções realizadas pelo proprietário(a) em virtude do tempo, 
bem como também os valores das Taxas Condominiais mensais poderão sofrer reajustes conforme Regulamento Condominial e o Imposto Predial e Territorial Urbano (IPTU) conforme Prefeitura Municipal. 
Em caso de dúvidas, favor entrar em contato.""";555000.0;82.0;2;2;1;Avenida Lomanto Júnior - de 1066/1067 ao fim;545.0;1700.0;Pontal;Ilhéus;BA;45654001;1;1;0;0;1;0;1;0;0;1;0;1;1;1;0;0
Vendo Apartamento com 3/4;"Código do anúncio: 9275

Corretor: Júnior Barreto
CRECI.: J 1.925 
Contato: 

Apartamento com 3/4 no Edifício Lumiere

01 Sala 
02 Quartos 
01 Suíte
01 Lavabo 
01 Despensa 
01 Banheiro de serviço 
01 Cozinha 
01 Área de serviço 
02 Vagas de garagem

Obs.: ""O valor da compra e venda acima mencionado poderá sofrer alteração por eventuais correções realizadas pelo proprietário(a) em virtude do tempo, 
bem como também os valores das Taxas Condominiais mensais poderão sofrer reajustes conforme Regulamento Condominial e o Imposto Predial e Territorial Urbano (IPTU) conforme Prefeitura Municipal. 
Em caso de dúvidas, favor entrar em contato.""";800000.0;125.0;3;4;2;Rua Lauro Farani de Freitas;0.0;0.0;Cidade Nova;Ilhéus;BA;45652160;1;0;1;1;1;0;1;0;0;1;0;0;1;1;0;0
Apartamento Edifício Le Mont;"Código do anúncio: 2407

Mayara Gondim 
CRECI: 24073 
Contato: 

Apartamento Edifício Le Mont

01 Sala 
01 Banheiro Social 
02 Quartos Social 
01 Suíte 
01 Cozinha 
01 Área de Serviço
01 Vaga de Garagem 

Obs: Apartamento no piso de porcelanato e acabamento em gesso e iluminação em LED. Possuí persianas, armários planejados na cozinha e nos quartos. Varanda com cortina de vidro e quartos com vista mar.

Aceita imóveis ou veículos (carros) como parte do pagamento.";560000.0;103.0;3;2;1;Rua Ruy Cajueiro;0.0;0.0;Boa Vista;Ilhéus;BA;45652505;1;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0
